time,latitude,longitude,depth,mag,magNst,rms,id,updated,place
2020-08-02T18:18:27.735Z,38.1531,-117.9523,7.4,2.7,5,0.1521,nn00765196,2020-08-30T14:57:56.040Z,"29 km SSE of Mina, Nevada"
2020-08-02T16:42:26.948Z,40.034,-119.6324,11.4,2.8,7,0.168,nn00765184,2020-08-09T18:30:15.040Z,"9 km NNW of Sutcliffe, Nevada"
2020-08-02T12:40:24.270Z,37.408,-121.755,8.97,2.96,65,0.08,nc73437281,2020-09-27T23:27:23.097Z,"8km NE of Alum Rock, CA"
2020-08-02T11:00:12.139Z,38.1658,-117.884,11.6,2.6,8,0.1711,nn00765137,2020-08-19T08:51:27.040Z,"31 km SE of Mina, Nevada"
2020-08-01T19:32:30.170Z,38.048,-118.74,5.7,3.33,55,0.07,nc73437016,2020-09-10T02:20:07.040Z,"30km SE of Bodie, CA"
2020-08-01T18:27:07.980Z,38.0456667,-118.7325,4.5,2.5,30,0.07,nc73436996,2020-09-02T19:18:18.040Z,"31km SE of Bodie, CA"
2020-08-01T17:13:44.330Z,44.5309,-115.226,18.39,2.7,88,0.74,us6000b80s,2020-09-02T18:57:26.040Z,"41 km NNW of Stanley, Idaho"
2020-08-01T11:36:21.320Z,38.0511667,-118.7361667,5.4,2.78,43,0.06,nc73436876,2020-09-01T09:54:07.040Z,"30km SE of Bodie, CA"
2020-08-01T09:42:56.373Z,44.3699,-115.1834,14.11,2.7,50,0.4,us6000b7x3,2020-08-28T08:33:34.517Z,"25 km NW of Stanley, Idaho"
2020-08-01T09:32:20.724Z,44.4842,-115.2438,15.52,2.5,44,0.46,us6000b7x0,2020-08-28T07:53:35.040Z,"38 km NW of Stanley, Idaho"
2020-08-01T09:27:50.731Z,44.3675,-115.1899,15.27,2.6,44,0.56,us6000b7wx,2020-08-28T08:39:06.943Z,"26 km NW of Stanley, Idaho"
2020-08-01T04:55:48.644Z,37.5257,-117.4443,0,2.7,4,0.0975,nn00765475,2020-08-28T02:32:52.040Z,"27 km SW of Goldfield, Nevada"
2020-08-01T00:02:56.530Z,31.5615,-114.442,5.96,2.9,22,0.23,ci39325887,2020-09-11T04:09:19.040Z,"88km SE of Estacion Coahuila, B.C., MX"
2020-07-31T09:12:33.935Z,38.1751,-117.8108,11,3.4,17,0.1728,nn00764600,2020-09-02T08:00:37.040Z,"35 km SE of Mina, Nevada"
2020-07-30T20:47:35.433Z,38.1613,-117.954,7.6,2.6,12,0.1309,nn00764529,2020-08-10T17:50:02.040Z,"28 km SSE of Mina, Nevada"
2020-07-30T13:59:16.660Z,34.3058333,-118.4375,8.98,2.57,106,0.2,ci39322839,2020-09-11T19:41:40.040Z,"1km ESE of Sylmar, CA"
2020-07-30T13:49:17.200Z,34.2975,-118.4443333,9.67,2.68,9,0.24,ci39322775,2020-08-30T13:40:58.040Z,"1km SSE of Sylmar, CA"
2020-07-30T13:48:19.180Z,34.2936667,-118.4355,7.24,3.73,6,0.23,ci39322767,2020-09-11T19:46:14.303Z,"1km NNE of San Fernando, CA"
2020-07-30T13:34:18.480Z,47.24716667,-122.7698333,30.66,2.68,14,0.22,uw61664246,2020-08-30T13:35:25.040Z,"3 km S of Home, Washington"
2020-07-30T11:38:39.500Z,34.2996667,-118.4366667,9.19,3.07,180,0.23,ci39322383,2020-09-14T13:46:49.040Z,"1km N of San Fernando, CA"
2020-07-30T11:30:34.420Z,34.3041667,-118.4606667,11.19,2.54,14,0.15,ci39322295,2020-09-14T13:44:20.040Z,"1km WSW of Sylmar, CA"
2020-07-30T11:29:29.050Z,34.3016667,-118.4383333,8.85,4.17,6,0.26,ci39322287,2020-10-01T21:08:53.428Z,"1km SE of Sylmar, CA"
2020-07-30T08:11:18.448Z,38.1564,-117.9878,7.8,2.5,16,0.1075,nn00764413,2020-08-03T14:18:56.040Z,"28 km SSE of Mina, Nevada"
2020-07-30T03:23:01.850Z,36.1873333,-120.7653333,8.7,3.87,5,0.14,nc73435571,2020-09-08T22:46:17.784Z,"22km NE of San Ardo, CA"
2020-07-30T01:34:21.130Z,39.7785,-121.9926667,20.02,2.55,31,0.08,nc73435536,2020-09-07T00:32:41.040Z,"4km NNE of Hamilton City, CA"
2020-07-29T17:40:51.760Z,41.4618333,-112.3216667,4.33,2.61,18,0.15,uu60404182,2020-08-06T14:22:44.040Z,"20 km WSW of Corinne, Utah"
2020-07-29T16:10:11.860Z,39.7875,-122.0016667,13.77,2.5,31,0.1,nc73435346,2020-08-03T02:56:32.040Z,"5km NNE of Hamilton City, CA"
2020-07-29T11:19:57.571Z,44.4511,-115.1983,4.19,2.5,24,0.79,us6000b61k,2020-08-23T12:03:41.040Z,"33 km NW of Stanley, Idaho"
2020-07-29T09:23:40.483Z,38.1827,-117.7511,11.5,2.5,15,0.1283,nn00764172,2020-08-26T08:08:56.040Z,"38 km SE of Mina, Nevada"
2020-07-29T09:00:12.332Z,38.1833,-117.7909,7.5,2.7,15,0.1249,nn00764164,2020-08-26T08:00:53.040Z,"36 km SE of Mina, Nevada"
2020-07-29T06:43:58.370Z,38.1681,-117.8147,9.2,2.7,14,0.1254,nn00764141,2020-09-01T07:50:54.040Z,"35 km SE of Mina, Nevada"
2020-07-28T22:30:11.234Z,44.4627,-115.2368,14.24,2.9,44,0.68,us6000b5pe,2020-10-03T17:32:29.040Z,"36 km NW of Stanley, Idaho"
2020-07-28T18:18:13.470Z,38.1582,-118.0622,6.1,3.3,18,0.1371,nn00764023,2020-10-03T17:32:29.040Z,"26 km S of Mina, Nevada"
2020-07-28T00:29:53.240Z,39.4891667,-123.772,3.74,2.55,36,0.07,nc73434561,2020-10-03T17:32:27.040Z,"6km NNE of Fort Bragg, CA"
2020-07-27T21:43:04.300Z,31.2736667,-115.7353333,12.36,3.41,126,0.03,ci38612074,2020-07-28T14:27:48.280Z,"93km ESE of Maneadero, B.C., MX"
2020-07-27T18:21:44.290Z,44.3728,-115.1952,17.12,2.5,24,0.23,us6000b4ze,2020-10-03T17:32:27.040Z,"26 km NW of Stanley, Idaho"
2020-07-27T16:08:56.265Z,38.1613,-117.8831,5.4,2.5,14,0.1265,nn00763796,2020-10-03T17:32:27.040Z,"32 km SE of Mina, Nevada"
2020-07-27T12:15:37.110Z,39.7836667,-121.9898333,14.96,2.64,49,0.14,nc73434111,2020-10-03T17:32:26.040Z,"5km NNE of Hamilton City, CA"
2020-07-27T07:27:48.270Z,37.8316667,-121.7708333,14.06,2.54,84,0.12,nc73434031,2020-10-03T17:32:26.040Z,"11km SSW of Brentwood, CA"
2020-07-27T05:26:32.671Z,38.1774,-117.7948,4.7,2.5,14,0.1482,nn00763675,2020-10-03T17:32:26.040Z,"36 km SE of Mina, Nevada"
2020-07-27T05:22:14.064Z,44.1471,-115.0801,10,3.4,116,0.73,us6000b4kw,2020-10-03T17:32:26.040Z,"13 km SW of Stanley, Idaho"
2020-07-26T21:57:10.030Z,32.3868333,-115.2673333,0.98,2.7,25,0.33,ci38610306,2020-10-03T17:32:26.040Z,"8km WNW of Delta, B.C., MX"
2020-07-26T17:32:04.134Z,38.1671,-118.0693,5.8,2.6,18,0.139,nn00763547,2020-10-03T17:32:25.040Z,"25 km S of Mina, Nevada"
2020-07-26T16:35:42.124Z,44.5527,-115.2262,10,2.5,26,1,us6000b4fk,2020-10-03T17:32:25.040Z,"43 km NNW of Stanley, Idaho"
2020-07-26T10:46:22.678Z,38.193,-117.7533,12.2,2.5,6,0.1164,nn00763453,2020-10-03T17:32:24.040Z,"38 km SE of Mina, Nevada"
2020-07-26T10:31:07.448Z,38.1871,-117.7546,12.5,3.2,5,0.16,nn00763446,2020-10-03T17:32:24.040Z,"38 km SE of Mina, Nevada"
2020-07-26T07:25:21.920Z,38.0463333,-118.734,4.77,2.5,35,0.08,nc73433371,2020-10-03T17:32:24.040Z,"30km SE of Bodie, CA"
2020-07-26T06:53:28.170Z,37.4818333,-121.8035,8.63,2.63,134,0.09,nc73433351,2020-10-03T17:32:24.040Z,"11km ENE of Milpitas, CA"
2020-07-26T03:29:55.250Z,36.4031667,-117.091,5.11,2.56,25,0.15,ci38609418,2020-10-03T17:32:23.040Z,"22km WSW of Furnace Creek, CA"
2020-07-26T02:06:28.540Z,38.1836,-117.7546,12.6,4.4,9,0.198,nn00763220,2020-10-03T17:32:23.040Z,"38 km SE of Mina, Nevada"
2020-07-26T01:34:48.967Z,38.1488,-118.0399,1.9,2.5,7,0.1625,nn00763210,2020-10-03T17:32:23.040Z,"27 km SSE of Mina, Nevada"
2020-07-25T23:29:49.090Z,40.7343333,-112.0566667,10.52,2.54,16,0.13,uu60403647,2020-10-03T17:32:23.040Z,"4 km NE of Magna, Utah"
2020-07-25T21:15:10.410Z,36.6833333,-121.2828333,4.73,2.92,85,0.11,nc73433146,2020-10-03T17:32:23.040Z,"12km SSE of Tres Pinos, CA"
2020-07-25T20:20:50.695Z,44.2978,-115.1612,13.02,2.9,90,0.64,us6000b43s,2020-10-03T17:32:23.040Z,"19 km WNW of Stanley, Idaho"
2020-07-25T18:32:16.121Z,38.1759,-117.9694,2.2,3.1,14,0.1324,nn00763107,2020-10-03T17:32:22.040Z,"26 km SSE of Mina, Nevada"
2020-07-25T07:49:40.340Z,36.4436667,-117.9913333,3.85,2.57,20,0.17,ci38608026,2020-10-03T17:32:21.040Z,"17km SSE of Lone Pine, CA"
2020-07-25T04:00:02.529Z,36.7322,-113.0256,10,3.4,216,0.77,us6000b3v2,2020-10-03T17:32:21.040Z,"24 km S of Centennial Park, Arizona"
2020-07-25T02:46:17.318Z,38.153,-117.941,11.9,3.1,18,0.1373,nn00762911,2020-10-03T17:32:21.040Z,"30 km SSE of Mina, Nevada"
2020-07-25T02:36:46.680Z,36.877,-121.6225,7.4,3.03,61,0.15,nc73432571,2020-10-03T17:32:21.040Z,"2km SE of Aromas, CA"
2020-07-25T01:47:30.333Z,44.3088,-115.1559,10,2.5,34,1.02,us6000b3u4,2020-10-03T17:32:21.040Z,"20 km WNW of Stanley, Idaho"
2020-07-24T23:04:01.310Z,36.4401667,-117.993,3.97,2.69,21,0.18,ci38607450,2020-10-03T17:32:21.040Z,"18km N of Olancha, CA"
2020-07-24T21:20:43.480Z,39.2628333,-122.756,13.31,2.63,48,0.2,nc73432466,2020-10-03T17:32:21.040Z,"17km NE of Upper Lake, CA"
2020-07-24T21:20:03.420Z,47.7725,-122.4151667,22.81,2.5,41,0.3,uw61662451,2020-10-03T17:32:21.040Z,"3 km SW of Woodway, Washington"
2020-07-24T19:40:56.895Z,38.1438,-118.0397,2.6,2.7,13,0.1477,nn00762849,2020-10-03T17:32:20.040Z,"28 km SSE of Mina, Nevada"
2020-07-24T19:03:38.340Z,36.8783333,-121.6176667,6.79,2.87,90,0.15,nc73432386,2020-10-03T17:32:20.040Z,"2km ESE of Aromas, CA"
2020-07-24T18:11:12.100Z,34.8418333,-116.3943333,6.38,2.65,23,0.19,ci38606898,2020-10-03T17:32:20.040Z,"25km WNW of Ludlow, CA"
2020-07-24T14:53:35.587Z,38.1505,-118.0401,2.1,2.7,13,0.1561,nn00762781,2020-10-03T17:32:20.040Z,"27 km SSE of Mina, Nevada"
2020-07-24T14:52:00.560Z,36.8536667,-113.416,13.7,2.72,8,0.19,uu60403417,2020-10-03T17:32:20.040Z,"31 km SSE of Saint George, Utah"
2020-07-24T07:05:13.560Z,36.4451667,-117.9595,7.59,3.73,6,0.19,ci38605954,2020-10-03T17:32:19.040Z,"19km SSE of Lone Pine, CA"
2020-07-24T05:36:27.114Z,38.1454,-118.0352,4,3.3,14,0.1679,nn00762581,2020-10-03T17:32:19.040Z,"27 km SSE of Mina, Nevada"
2020-07-24T05:35:24.838Z,38.1415,-118.0407,3.5,3.3,17,0.1328,nn00762576,2020-10-03T17:32:19.040Z,"28 km SSE of Mina, Nevada"
2020-07-24T02:40:42.323Z,44.4799,-115.2043,10,2.5,40,0.99,us6000b34w,2020-10-03T17:32:18.040Z,"36 km NW of Stanley, Idaho"
2020-07-24T01:28:27.940Z,36.4666667,-117.9588333,7.71,2.68,21,0.2,ci38605594,2020-10-03T17:32:18.040Z,"17km SE of Lone Pine, CA"
2020-07-23T21:57:14.488Z,38.1304,-118.0989,3.1,2.8,16,0.152,nn00762506,2020-10-03T17:32:18.040Z,California-Nevada border region
2020-07-23T21:28:52.295Z,38.222,-117.8139,7.7,3.2,15,0.1135,nn00762498,2020-10-03T17:32:18.040Z,"31 km SE of Mina, Nevada"
2020-07-23T17:10:35.216Z,38.1053,-117.9224,11.3,4.2,18,0.1212,nn00762457,2020-10-03T17:32:17.040Z,Nevada
2020-07-23T09:48:00.903Z,44.2849,-115.043,10,2.5,34,0.76,us6000b2p1,2020-10-03T17:32:17.040Z,"11 km NW of Stanley, Idaho"
2020-07-23T05:19:52.870Z,36.4473343,-117.989502,3.37,2.98,23,0.22,ci38604050,2020-10-03T17:32:16.040Z,"17km SSE of Lone Pine, CA"
2020-07-23T02:54:45.950Z,35.7428333,-121.1926667,5.37,2.56,44,0.09,nc73430631,2020-10-03T17:32:16.040Z,"11km N of San Simeon, CA"
2020-07-23T02:29:02.510Z,36.439,-117.9896667,2.49,2.76,25,0.22,ci38603874,2020-10-03T17:32:16.040Z,"18km N of Olancha, CA"
2020-07-23T00:29:26.230Z,36.4476667,-117.9891667,4.09,3.67,4,0.17,ci38603762,2020-10-03T17:32:16.040Z,"17km SSE of Lone Pine, CA"
2020-07-22T21:21:48.609Z,44.2584,-115.0141,17.72,3.1,94,0.45,us6000b295,2020-10-03T17:32:15.040Z,"7 km NW of Stanley, Idaho"
2020-07-22T18:21:19.140Z,37.6393333,-118.8355,5.87,2.72,22,0.05,nc73430191,2020-10-03T17:32:15.040Z,"13km E of Mammoth Lakes, CA"
2020-07-22T09:05:38.610Z,32.2475,-115.2293333,27.53,2.63,26,0.27,ci38602194,2020-10-03T17:32:41.040Z,"6km WNW of Alberto Oviedo Mota, B.C., MX"
2020-07-22T06:22:16.260Z,36.6768333,-121.3135,6.04,2.83,58,0.17,nc73429416,2020-10-03T17:32:40.040Z,"13km S of Tres Pinos, CA"
2020-07-22T04:57:09.030Z,36.6791667,-121.3118333,4.83,3.3,5,0.16,nc73429346,2020-10-03T17:32:40.040Z,"12km S of Tres Pinos, CA"
2020-07-22T02:50:56.460Z,40.7035,-124.995,1.16,2.74,46,0.23,nc73429271,2020-10-03T17:32:39.040Z,"63km WNW of Ferndale, CA"
2020-07-22T01:10:46.123Z,44.3319,-115.2024,10,2.6,60,0.85,us7000asri,2020-10-03T17:32:39.040Z,"24 km WNW of Stanley, Idaho"
2020-07-21T23:39:16.430Z,44.99316667,-123.842,43.98,3.17,16,0.2,uw61661241,2020-09-26T16:58:45.040Z,"3 km ESE of Rose Lodge, Oregon"
2020-07-21T19:57:23.428Z,44.4283,-115.1883,15.64,2.6,52,0.85,us7000aslc,2020-09-26T16:58:44.040Z,"30 km NW of Stanley, Idaho"
2020-07-21T12:29:23.530Z,37.4858333,-113.487,7.68,2.72,11,0.17,uu60402867,2020-09-26T16:58:43.040Z,"10 km NNE of Pine Valley, Utah"
2020-07-21T11:42:54.520Z,39.4328333,-120.2933333,6.79,2.62,40,0.14,nc73428961,2020-09-26T16:58:43.040Z,"15km NW of Truckee, CA"
2020-07-21T09:44:15.400Z,37.4948333,-113.4886667,8.74,3.76,18,0.17,uu60402817,2020-09-26T16:58:43.040Z,"11 km N of Pine Valley, Utah"
2020-07-21T00:16:09.590Z,40.1475,-123.836,22.68,2.56,40,0.21,nc73428831,2020-09-26T16:58:42.040Z,"3km NNW of Redway, CA"
2020-07-21T00:13:58.530Z,40.145,-123.8375,23.41,2.65,44,0.23,nc73428826,2020-09-26T16:58:42.040Z,"3km NNW of Redway, CA"
2020-07-20T22:01:53.080Z,34.9318333,-119.0378333,13.57,3.6,149,0.28,ci38599882,2020-09-26T16:58:42.040Z,"10km W of Grapevine, CA"
2020-07-20T20:58:26.790Z,44.3871,-115.175,10,2.5,28,0.92,us7000aryk,2020-09-26T16:58:42.040Z,"26 km NW of Stanley, Idaho"
2020-07-20T15:36:08.320Z,44.4108,-115.153,10,2.5,34,0.81,us7000arrq,2020-09-26T16:58:41.040Z,"27 km NW of Stanley, Idaho"
2020-07-20T09:23:31.690Z,38.0436667,-118.7518333,4.81,2.98,46,0.07,nc73428571,2020-09-26T16:58:40.040Z,"29km SE of Bodie, CA"
2020-07-20T08:51:16.204Z,44.3675,-115.1395,10,2.5,50,0.97,us7000arha,2020-09-26T16:58:40.040Z,"23 km NW of Stanley, Idaho"
2020-07-20T05:10:01.810Z,40.3773333,-125.1793333,25.58,2.94,9,0.27,nc73428511,2020-09-26T16:58:40.040Z,"76km W of Petrolia, CA"
2020-07-20T01:04:20.695Z,44.3948,-115.1749,10,3,78,0.92,us7000are1,2020-09-26T16:58:39.040Z,"27 km NW of Stanley, Idaho"
2020-07-19T16:57:45.354Z,38.1957,-117.7313,10.8,2.6,5,0.1664,nn00761421,2020-09-26T16:58:39.040Z,"39 km ESE of Mina, Nevada"
2020-07-19T10:07:44.550Z,38.0463333,-118.7341667,6.2,3.54,64,0.05,nc73428141,2020-09-26T16:58:38.040Z,"30km SE of Bodie, CA"
2020-07-19T08:38:07.952Z,45.8524,-111.7281,10,2.5,35,0.99,us7000ar60,2020-09-26T16:58:38.040Z,"7 km WNW of Willow Creek, Montana"
2020-07-19T08:03:31.941Z,38.1685,-117.8404,6.4,3.2,14,0.1861,nn00761307,2020-09-26T16:58:38.040Z,"34 km SE of Mina, Nevada"
2020-07-19T04:19:09.680Z,40.3366667,-125.106,12.12,2.62,36,0.28,nc73428066,2020-09-26T16:58:41.040Z,"70km W of Petrolia, CA"
2020-07-19T01:39:26.139Z,44.4675,-115.2022,10,2.6,38,0.87,us7000ar1z,2020-09-26T16:58:37.040Z,"34 km NW of Stanley, Idaho"
2020-07-18T16:05:54.296Z,38.178,-117.8791,7.4,3.3,15,0.1841,nn00761157,2020-09-26T16:58:36.040Z,"30 km SE of Mina, Nevada"
2020-07-18T14:33:56.356Z,38.1623,-117.6556,3,2.6,14,0.157,nn00761116,2020-09-26T16:58:36.040Z,"38 km WNW of Tonopah, Nevada"
2020-07-18T09:46:19.150Z,40.6615,-124.894,24.1,2.66,33,0.18,nc73427756,2020-09-26T16:58:41.040Z,"54km W of Ferndale, CA"
2020-07-18T07:04:12.407Z,44.5532,-115.2096,10,2.5,42,1,us7000aqsd,2020-09-26T16:58:36.040Z,"43 km NNW of Stanley, Idaho"
2020-07-17T22:13:39.620Z,35.703,-117.5841667,3.37,2.93,19,0.14,ci38595986,2020-09-26T16:58:35.040Z,"12km NE of Ridgecrest, CA"
2020-07-17T09:15:51.124Z,38.1668,-117.653,3.6,2.8,14,0.1506,nn00760804,2020-09-26T16:58:34.040Z,"38 km WNW of Tonopah, Nevada"
2020-07-17T02:24:47.531Z,44.2217,-114.8611,10,2.8,80,1.29,us7000aq34,2020-09-26T16:58:33.040Z,"6 km E of Stanley, Idaho"
2020-07-16T23:32:00.308Z,44.3593,-115.191,10,2.6,44,1.07,us7000aq13,2020-09-26T16:58:33.040Z,"25 km NW of Stanley, Idaho"
2020-07-16T14:53:45.104Z,38.171,-117.8199,7.8,2.9,14,0.1438,nn00760569,2020-09-26T16:58:32.040Z,"35 km SE of Mina, Nevada"
2020-07-16T12:35:45.537Z,38.1679,-117.8596,8,2.8,16,0.1459,nn00760538,2020-09-26T16:58:32.040Z,"32 km SE of Mina, Nevada"
2020-07-16T06:16:08.270Z,38.1696,-117.9554,5.8,2.7,15,0.1516,nn00760475,2020-09-26T16:58:32.040Z,"27 km SSE of Mina, Nevada"
2020-07-16T04:50:30.830Z,33.7135,-116.8518333,15.14,2.59,30,0.21,ci38592522,2020-09-26T16:58:31.040Z,"5km SE of Valle Vista, CA"
2020-07-15T22:46:18.470Z,33.0221672,-116.0091629,9.51,2.98,21,0.26,ci38592114,2020-09-26T16:58:31.040Z,"18km SE of Ocotillo Wells, CA"
2020-07-15T20:56:05.048Z,44.4597,-115.1732,10,2.5,34,0.83,us7000aqiu,2020-09-26T16:58:35.040Z,"32 km NW of Stanley, Idaho"
2020-07-15T20:55:33.325Z,44.3669,-115.1523,10,2.5,22,0.59,us7000aqil,2020-09-26T16:58:35.040Z,"23 km NW of Stanley, Idaho"
2020-07-15T02:41:32.490Z,35.8885,-117.7056667,5.61,2.73,26,0.16,ci38590570,2020-09-26T16:58:30.040Z,"19km ESE of Little Lake, CA"
2020-07-15T02:37:58.074Z,37.532,-117.4344,5.6,2.9,20,0.1373,nn00760150,2020-09-26T16:58:30.040Z,"26 km SW of Goldfield, Nevada"
2020-07-15T02:36:50.647Z,37.5287,-117.438,6.7,3,22,0.1423,nn00760148,2020-09-26T16:58:30.040Z,"26 km SW of Goldfield, Nevada"
2020-07-15T01:20:36.642Z,44.3726,-115.1806,10,2.6,50,0.72,us7000anr0,2020-09-26T16:58:29.040Z,"25 km NW of Stanley, Idaho"
2020-07-14T18:51:44.890Z,35.6855,-117.4916667,4.93,2.53,26,0.12,ci38590066,2020-09-19T20:58:22.040Z,"12km SW of Searles Valley, CA"
2020-07-14T18:23:05.775Z,44.3617,-115.1822,11.75,2.7,70,0.58,us7000anm4,2020-09-19T20:58:23.040Z,"25 km NW of Stanley, Idaho"
2020-07-14T15:00:38.180Z,36.6698333,-121.2878333,1.74,2.76,83,0.09,nc73426211,2020-09-19T20:58:22.040Z,"14km SSE of Tres Pinos, CA"
2020-07-14T13:15:53.140Z,38.0303333,-118.7986667,8.3,2.78,43,0.06,nc73426146,2020-09-19T20:58:21.040Z,"28km SE of Bodie, CA"
2020-07-14T12:15:18.870Z,36.4538333,-117.987,3.7,3.58,6,0.19,ci39292639,2020-09-19T20:58:21.040Z,"16km SSE of Lone Pine, CA"
2020-07-14T05:59:28.830Z,38.045,-118.7393333,8.2,3.62,3,0.07,nc73425991,2020-09-19T20:58:20.040Z,"30km SE of Bodie, CA"
2020-07-14T05:29:30.456Z,44.1311,-115.0732,10,2.5,44,0.71,us7000an6u,2020-09-19T20:58:20.040Z,"14 km SW of Stanley, Idaho"
2020-07-13T23:33:36.207Z,38.1554,-118.0325,1.7,3.4,12,0.1596,nn00759846,2020-09-19T20:58:18.040Z,"26 km SSE of Mina, Nevada"
2020-07-13T22:13:51.747Z,44.293,-115.1467,13.92,2.6,34,0.59,us7000an1j,2020-09-19T20:58:17.040Z,"18 km WNW of Stanley, Idaho"
2020-07-13T19:00:56.246Z,38.1939,-117.7356,10,2.8,11,0.1109,nn00759807,2020-09-19T20:58:17.040Z,"39 km SE of Mina, Nevada"
2020-07-13T14:42:15.402Z,38.1632,-117.657,3.2,2.9,15,0.1557,nn00759766,2020-09-19T20:58:16.040Z,"38 km WNW of Tonopah, Nevada"
2020-07-13T02:56:39.647Z,39.582,-119.0967,11.2,2.6,6,0.1697,nn00759625,2020-09-19T20:58:15.040Z,"13 km ESE of Fernley, Nevada"
2020-07-13T01:33:16.466Z,38.1744,-117.8248,10.2,3.5,11,0.2011,nn00759605,2020-09-19T20:58:15.040Z,"34 km SE of Mina, Nevada"
2020-07-13T01:18:28.330Z,34.3791667,-119.4746667,5.92,2.92,217,0.33,ci39291087,2020-09-19T20:58:15.040Z,"5km ESE of Carpinteria, CA"
2020-07-12T18:10:14.217Z,38.1526,-118.0405,1.5,3.4,13,0.1636,nn00759507,2020-09-19T20:58:13.040Z,Nevada
2020-07-12T14:11:32.097Z,44.1838,-115.0697,10,3,84,0.47,us7000aman,2020-09-19T20:58:12.040Z,"11 km WSW of Stanley, Idaho"
2020-07-12T12:04:58.576Z,38.1547,-117.9316,12.4,3,14,0.1482,nn00759427,2020-09-19T20:58:12.040Z,"30 km SSE of Mina, Nevada"
2020-07-11T13:48:27.661Z,44.1314,-115.0818,10,3.3,126,0.8,us7000aly6,2020-09-19T20:58:08.040Z,"14 km SW of Stanley, Idaho"
2020-07-11T12:55:00.526Z,44.4381,-115.1517,10,2.9,70,0.85,us7000alxr,2020-09-19T20:58:08.040Z,"29 km NW of Stanley, Idaho"
2020-07-11T12:07:19.290Z,44.1141,-115.0647,10,2.6,46,1,us7000alxf,2020-09-19T20:58:08.040Z,"15 km SW of Stanley, Idaho"
2020-07-11T07:36:38.165Z,44.1362,-115.0857,10,2.9,86,0.8,us7000alul,2020-09-19T20:58:07.040Z,"14 km SW of Stanley, Idaho"
2020-07-11T04:30:44.528Z,44.471,-115.2089,10,2.5,28,0.78,us7000amza,2020-09-19T20:58:17.040Z,"35 km NW of Stanley, Idaho"
2020-07-11T01:44:32.675Z,38.1437,-118.0013,3.5,2.6,4,0.1636,nn00758996,2020-09-19T20:58:06.040Z,"28 km SSE of Mina, Nevada"
2020-07-11T00:33:26.381Z,44.4849,-115.1465,10,2.6,52,0.99,us7000amuv,2020-09-19T20:58:17.040Z,"34 km NNW of Stanley, Idaho"
2020-07-10T18:27:23.136Z,44.1221,-115.1448,13.12,2.7,66,1.29,us7000alkl,2020-09-19T20:58:05.040Z,"19 km WSW of Stanley, Idaho"
2020-07-10T15:43:10.436Z,37.5334,-117.4341,7.3,2.9,21,0.1316,nn00758868,2020-09-19T20:58:04.040Z,"26 km SW of Goldfield, Nevada"
2020-07-10T14:22:35.329Z,38.1633,-117.848,7.9,3,13,0.1328,nn00758843,2020-09-19T20:58:04.040Z,"34 km SE of Mina, Nevada"
2020-07-10T08:23:15.718Z,44.1339,-115.0665,10,3,64,1,us7000al8t,2020-09-19T20:58:03.040Z,"13 km SW of Stanley, Idaho"
2020-07-10T08:15:23.217Z,44.0919,-115.0844,10,4.1,49,1.39,us7000al8x,2020-09-19T20:58:03.040Z,"18 km SW of Stanley, Idaho"
2020-07-10T08:15:04.260Z,44.1234,-115.0616,14.11,3.9,11,0.58,us7000al8q,2020-09-21T21:08:50.040Z,"14 km SW of Stanley, Idaho"
2020-07-10T03:59:57.951Z,44.2498,-114.9941,10,2.5,34,0.73,us7000al6k,2020-09-19T20:58:02.040Z,"5 km NW of Stanley, Idaho"
2020-07-10T02:04:43.460Z,44.2942,-115.0281,10,3,78,0.76,us7000al5p,2020-09-19T20:58:02.040Z,"11 km NW of Stanley, Idaho"
2020-07-09T10:03:43.630Z,33.9228325,-117.4601669,4.79,2.98,17,0.24,ci39285575,2020-09-21T13:48:03.888Z,"6km SSE of Pedley, CA"
2020-07-09T09:22:20.954Z,39.2873,-117.3869,6.5,2.8,2,0.1144,nn00758492,2020-09-19T20:58:00.040Z,"28 km WNW of Kingston, Nevada"
2020-07-09T08:27:52.734Z,37.5248,-117.436,6.4,2.6,22,0.1371,nn00758477,2020-09-19T20:57:59.040Z,"26 km SW of Goldfield, Nevada"
2020-07-09T06:47:41.534Z,38.1357,-118.0242,6.4,2.5,13,0.1278,nn00758443,2020-09-19T20:57:59.040Z,"29 km SSE of Mina, Nevada"
2020-07-09T02:46:21.960Z,39.2536667,-123.1305,5.15,2.58,43,0.09,nc73423631,2020-09-19T20:57:59.040Z,"6km ESE of Redwood Valley, CA"
2020-07-09T00:43:10.026Z,38.1565,-117.9496,7.5,2.6,13,0.1142,nn00758356,2020-09-19T20:57:58.040Z,"29 km SSE of Mina, Nevada"
2020-07-08T21:39:13.130Z,37.5312,-117.4389,7.8,2.6,20,0.1298,nn00758306,2020-09-19T20:57:58.040Z,"26 km SW of Goldfield, Nevada"
2020-07-08T21:34:15.521Z,37.5287,-117.4398,5.6,2.6,21,0.1584,nn00758301,2020-09-19T20:57:58.040Z,"26 km SW of Goldfield, Nevada"
2020-07-08T21:27:44.887Z,37.5281,-117.4392,9.1,3.7,20,0.1421,nn00758288,2020-09-19T20:57:58.040Z,"26 km SW of Goldfield, Nevada"
